date,min,max,mean,normal_min,normal_max
18790724,60,80,70,65.2,82.7
18790725,58,81,69.5,65.3,82.7
18790726,55,82,68.5,65.3,82.8
18790727,58,84,71,65.3,82.8
18790728,58,83,70.5,65.3,82.9
18790729,60,84,72,65.3,82.9
18790730,62,84,73,65.3,83
18790731,60,84,72,65.4,83
18790801,58,82,70,65.4,83.1
18790802,58,88,73,65.4,83.1
18790803,66,88,77,65.4,83.2
18790804,64,86,75,65.4,83.3
18790805,62,81,71.5,65.4,83.3
18790806,60,83,71.5,65.4,83.4
18790807,62,83,72.5,65.4,83.5
18790808,60,84,72,65.4,83.5
18790809,60,86,73,65.4,83.6
18790810,66,92,79,65.4,83.7
18790811,66,98,82,65.4,83.7
18790812,64,89,76.5,65.4,83.8
18790813,64,86,75,65.4,83.9
18790814,62,86,74,65.4,83.9
18790815,64,85,74.5,65.4,84
18790816,64,82,73,65.4,84.1
18790817,62,85,73.5,65.4,84.1
18790818,60,77,68.5,65.4,84.2
18790819,57,78,67.5,65.4,84.3
18790820,54,81,67.5,65.4,84.3
18790821,54,80,67,65.4,84.4
18790822,54,78,66,65.4,84.4
18790823,57,80,68.5,65.4,84.5
18790824,62,81,71.5,65.4,84.5
18790825,62,78,70,65.4,84.5
18790826,56,80,68,65.4,84.6
18790827,55,84,69.5,65.4,84.6
18790828,55,78,66.5,65.4,84.6
18790829,53,85,69,65.3,84.6
18790830,59,85,72,65.3,84.6
18790831,57,83,70,65.3,84.6
18790901,60,82,71,65.3,84.6
18790902,61,84,72.5,65.2,84.5
18790903,58,88,73,65.2,84.5
18790904,57,78,67.5,65.2,84.4
18790905,56,80,68,65.1,84.4
18790906,55,78,66.5,65.1,84.3
18790907,56,80,68,65,84.2
18790908,51,80,65.5,65,84.1
18790909,52,82,67,64.9,84
18790910,52,80,66,64.8,83.9
18790911,55,86,70.5,64.7,83.8
18790912,64,100,82,64.7,83.7
18790913,70,101,85.5,64.6,83.6
18790914,66,97,81.5,64.5,83.4
18790915,65,94,79.5,64.4,83.3
18790916,58,87,72.5,64.3,83.1
18790917,56,82,69,64.2,83
18790918,59,74,66.5,64.1,82.8
18790919,66,72,69,64,82.6
18790920,66,78,72,63.9,82.5
18790921,54,77,65.5,63.8,82.3
18790922,51,80,65.5,63.6,82.1
18790923,47,81,64,63.5,82
18790924,50,77,63.5,63.4,81.8
18790925,48,78,63,63.3,81.6
18790926,49,76,62.5,63.1,81.4
18790927,54,76,65,63,81.3
18790928,52,80,66,62.9,81.1
18790929,61,76,68.5,62.7,80.9
18790930,61,77,69,62.6,80.8
18791001,53,74,63.5,62.4,80.6
18791002,55,74,64.5,62.3,80.4
18791003,54,83,68.5,62.1,80.3
18791004,56,86,71,62,80.1
18791005,60,69,64.5,61.8,80
18791006,59,72,65.5,61.7,79.8
18791007,55,70,62.5,61.5,79.7
18791008,48,70,59,61.3,79.6
18791009,46,74,60,61.2,79.4
18791010,48,71,59.5,61,79.3
18791011,42,71,56.5,60.9,79.2
18791012,53,70,61.5,60.7,79.1
18791013,52,64,58,60.5,78.9
18791014,45,64,54.5,60.4,78.8
18791015,48,68,58,60.2,78.7
18791016,50,82,66,60,78.6
18791017,52,89,70.5,59.8,78.5
18791018,59,96,77.5,59.6,78.4
18791019,63,96,79.5,59.5,78.2
18791020,62,93,77.5,59.3,78.1
18791021,56,84,70,59.1,78
18791022,50,74,62,58.9,77.9
18791023,46,69,57.5,58.7,77.8
18791024,45,74,59.5,58.5,77.6
18791025,48,90,69,58.3,77.5
18791026,48,90,69,58.1,77.4
18791027,55,90,72.5,57.9,77.2
18791028,59,91,75,57.7,77.1
18791029,54,82,68,57.4,76.9
18791030,57,69,63,57.2,76.8
18791031,55,67,61,57,76.6
18791101,46,66,56,56.8,76.4
18791102,46,71,58.5,56.5,76.2
18791103,45,68,56.5,56.3,76
18791104,44,66,55,56,75.8
18791105,44,68,56,55.8,75.6
18791106,40,68,54,55.5,75.4
18791107,49,72,60.5,55.3,75.2
18791108,46,65,55.5,55,74.9
18791109,51,61,56,54.8,74.7
18791110,47,64,55.5,54.5,74.5
18791111,44,65,54.5,54.3,74.2
18791112,47,62,54.5,54,73.9
18791113,43,66,54.5,53.7,73.7
18791114,44,67,55.5,53.5,73.4
18791115,44,65,54.5,53.2,73.1
18791116,52,71,61.5,52.9,72.9
18791117,43,76,59.5,52.7,72.6
18791118,42,77,59.5,52.4,72.3
18791119,48,84,66,52.1,72
18791120,48,80,64,51.9,71.7
18791121,52,79,65.5,51.6,71.4
18791122,46,76,61,51.4,71.2
18791123,44,72,58,51.1,70.9
18791124,38,64,51,50.9,70.6
18791125,36,55,45.5,50.7,70.3
18791126,46,58,52,50.4,70.1
18791127,42,63,52.5,50.2,69.8
18791128,42,69,55.5,50,69.6
18791129,45,66,55.5,49.8,69.3
18791130,45,64,54.5,49.6,69.1
18791201,53,65,59,49.4,68.9
18791202,49,64,56.5,49.2,68.7
18791203,52,58,55,49.1,68.5
18791204,42,64,53,48.9,68.3
18791205,46,66,56,48.8,68.1
18791206,45,66,55.5,48.6,67.9
18791207,51,64,57.5,48.5,67.8
18791208,51,60,55.5,48.4,67.6
18791209,44,64,54,48.3,67.5
18791210,41,60,50.5,48.2,67.4
18791211,45,71,58,48.1,67.3
18791212,43,76,59.5,48,67.2
18791213,45,73,59,48,67.1
18791214,44,72,58,47.9,67
18791215,44,73,58.5,47.9,67
18791216,43,67,55,47.8,67
18791217,43,53,48,47.8,66.9
18791218,48,55,51.5,47.8,66.9
18791219,50,54,52,47.8,66.9
18791220,51,58,54.5,47.8,66.9
18791221,40,55,47.5,47.8,66.9
18791222,43,54,48.5,47.8,67
18791223,39,51,45,47.9,67
18791224,33,51,42,47.9,67
18791225,30,61,45.5,47.9,67.1
18791226,43,63,53,48,67.1
18791227,50,57,53.5,48,67.2
18791228,48,57,52.5,48,67.2
18791229,44,56,50,48.1,67.3
18791230,37,59,48,48.1,67.4
18791231,37,66,51.5,48.2,67.4
18800101,39,67,53,48.3,67.5
18800102,42,64,53,48.3,67.6
18800103,39,59,49,48.4,67.6
18800104,42,61,51.5,48.4,67.7
18800105,42,61,51.5,48.5,67.8
18800106,42,61,51.5,48.5,67.8
18800107,42,63,52.5,48.6,67.9
18800108,43,62,52.5,48.6,67.9
18800109,41,59,50,48.7,68
18800110,42,56,49,48.7,68
18800111,41,58,49.5,48.8,68.1
18800112,42,68,55,48.8,68.1
18800113,46,68,57,48.9,68.1
18800114,42,68,55,48.9,68.1
18800115,45,74,59.5,48.9,68.2
18800116,43,75,59,49,68.2
18800117,46,76,61,49,68.2
18800118,44,76,60,49,68.2
18800119,46,67,56.5,49.1,68.2
18800120,48,70,59,49.1,68.2
18800121,44,69,56.5,49.1,68.2
18800122,45,73,59,49.1,68.2
18800123,43,72,57.5,49.2,68.1
18800124,46,74,60,49.2,68.1
18800125,42,60,51,49.2,68.1
18800126,43,56,49.5,49.2,68.1
18800127,36,56,46,49.2,68.1
18800128,36,49,42.5,49.2,68
18800129,30,54,42,49.3,68
18800130,35,57,46,49.3,68
18800131,32,59,45.5,49.3,67.9
18800201,34,60,47,49.3,67.9
18800202,35,70,52.5,49.3,67.9
18800203,36,64,50,49.4,67.9
18800204,38,64,51,49.4,67.9
18800205,38,65,51.5,49.4,67.8
18800206,40,65,52.5,49.5,67.8
18800207,38,63,50.5,49.5,67.8
18800208,38,66,52,49.5,67.8
18800209,40,62,51,49.6,67.8
18800210,46,56,51,49.6,67.8
18800211,43,53,48,49.7,67.8
18800212,35,59,47,49.7,67.8
18800213,37,62,49.5,49.8,67.8
18800214,42,70,56,49.9,67.8
18800215,44,66,55,49.9,67.9
18800216,44,58,51,50,67.9
18800217,38,61,49.5,50.1,67.9
18800218,36,61,48.5,50.1,68
18800219,34,58,46,50.2,68
18800220,48,60,54,50.3,68.1
18800221,45,54,49.5,50.4,68.1
18800222,42,56,49,50.5,68.2
18800223,41,56,48.5,50.6,68.2
18800224,40,57,48.5,50.7,68.3
18800225,40,60,50,50.8,68.3
18800226,42,64,53,50.8,68.4
18800227,51,58,54.5,50.9,68.5
18800228,43,61,52,51,68.6
18800229,45,64,54.5,51.1,68.6
18800301,42,66,54,51.1,68.6
18800302,47,57,52,51.2,68.7
18800303,47,57,52,51.3,68.8
18800304,40,57,48.5,51.4,68.9
18800305,36,60,48,51.5,69
18800306,39,62,50.5,51.6,69
18800307,40,72,56,51.7,69.1
18800308,40,60,50,51.8,69.2
18800309,46,61,53.5,51.9,69.3
18800310,38,66,52,52,69.4
18800311,45,60,52.5,52.1,69.5
18800312,50,60,55,52.1,69.6
18800313,42,61,51.5,52.2,69.6
18800314,44,61,52.5,52.3,69.7
18800315,37,63,50,52.4,69.8
18800316,36,56,46,52.5,69.9
18800317,40,53,46.5,52.5,70
18800318,38,58,48,52.6,70.1
18800319,39,62,50.5,52.7,70.2
18800320,43,71,57,52.8,70.2
18800321,44,72,58,52.8,70.3
18800322,42,74,58,52.9,70.4
18800323,47,63,55,53,70.5
18800324,44,64,54,53,70.6
18800325,47,57,52,53.1,70.7
18800326,42,61,51.5,53.1,70.8
18800327,42,63,52.5,53.2,70.8
18800328,42,62,52,53.3,70.9
18800329,41,59,50,53.3,71
18800330,42,60,51,53.4,71.1
18800331,41,64,52.5,53.5,71.2
18800401,43,60,51.5,53.5,71.3
18800402,53,56,54.5,53.6,71.4
18800403,53,62,57.5,53.7,71.4
18800404,55,64,59.5,53.7,71.5
18800405,50,64,57,53.8,71.6
18800406,53,62,57.5,53.9,71.7
18800407,47,67,57,54,71.8
18800408,52,79,65.5,54,71.9
18800409,53,83,68,54.1,71.9
18800410,56,75,65.5,54.2,72
18800411,48,70,59,54.3,72.1
18800412,51,62,56.5,54.4,72.2
18800413,48,66,57,54.5,72.3
18800414,43,60,51.5,54.6,72.4
18800415,47,61,54,54.7,72.4
18800416,51,63,57,54.8,72.5
18800417,44,59,51.5,54.9,72.6
18800418,42,60,51,55,72.7
18800419,40,64,52,55.1,72.7
18800420,42,63,52.5,55.2,72.8
18800421,50,62,56,55.3,72.8
18800422,52,61,56.5,55.4,72.9
18800423,46,69,57.5,55.5,73
18800424,45,71,58,55.6,73
18800425,47,70,58.5,55.8,73.1
18800426,46,66,56,55.9,73.1
18800427,49,65,57,56,73.2
18800428,52,64,58,56.1,73.2
18800429,54,64,59,56.2,73.3
18800430,52,63,57.5,56.4,73.3
18800501,50,67,58.5,56.5,73.3
18800502,52,68,60,56.6,73.3
18800503,47,67,57,56.7,73.4
18800504,47,69,58,56.8,73.4
18800505,47,69,58,57,73.4
18800506,45,78,61.5,57.1,73.4
18800507,50,78,64,57.2,73.5
18800508,49,80,64.5,57.3,73.5
18800509,49,75,62,57.4,73.5
18800510,58,68,63,57.5,73.5
18800511,55,68,61.5,57.6,73.5
18800512,52,66,59,57.7,73.5
18800513,43,67,55,57.8,73.5
18800514,47,66,56.5,57.9,73.6
18800515,43,68,55.5,58,73.6
18800516,48,68,58,58.1,73.6
18800517,42,69,55.5,58.2,73.6
18800518,45,71,58,58.3,73.6
18800519,49,81,65,58.4,73.7
18800520,53,84,68.5,58.5,73.7
18800521,53,78,65.5,58.6,73.7
18800522,56,73,64.5,58.7,73.8
18800523,57,73,65,58.8,73.8
18800524,57,69,63,58.9,73.9
18800525,55,75,65,59,73.9
18800526,54,88,71,59.1,74
18800527,66,97,81.5,59.2,74.1
18800528,54,84,69,59.3,74.2
18800529,52,77,64.5,59.4,74.3
18800530,56,78,67,59.5,74.4
18800531,57,74,65.5,59.6,74.5
18800601,56,74,65,59.7,74.6
18800602,56,76,66,59.8,74.7
18800603,56,74,65,59.9,74.8
18800604,55,72,63.5,60,75
18800605,50,82,66,60.1,75.1
18800606,58,78,68,60.2,75.3
18800607,54,79,66.5,60.3,75.5
18800608,55,74,64.5,60.4,75.6
18800609,59,77,68,60.5,75.8
18800610,57,72,64.5,60.6,76
18800611,52,78,65,60.8,76.2
18800612,57,66,61.5,60.9,76.4
18800613,56,71,63.5,61,76.6
18800614,57,78,67.5,61.1,76.8
18800615,56,75,65.5,61.3,77
18800616,57,75,66,61.4,77.2
18800617,53,80,66.5,61.5,77.4
18800618,51,81,66,61.7,77.6
18800619,52,83,67.5,61.8,77.9
18800620,52,78,65,62,78.1
18800621,57,77,67,62.1,78.3
18800622,57,75,66,62.2,78.5
18800623,57,72,64.5,62.4,78.7
18800624,56,75,65.5,62.5,78.9
18800625,57,73,65,62.6,79.2
18800626,56,74,65,62.8,79.4
18800627,53,78,65.5,62.9,79.6
18800628,58,76,67,63.1,79.8
18800629,57,75,66,63.2,79.9
18800630,58,77,67.5,63.3,80.1
18800701,59,70,64.5,63.4,80.3
18800702,57,74,65.5,63.6,80.5
18800703,58,73,65.5,63.7,80.7
18800704,57,75,66,63.8,80.8
18800705,57,77,67,63.9,81
18800706,59,79,69,64,81.1
18800707,60,81,70.5,64.1,81.3
18800708,58,76,67,64.2,81.4
18800709,59,73,66,64.3,81.5
18800710,57,69,63,64.4,81.6
18800711,59,70,64.5,64.5,81.7
18800712,54,75,64.5,64.6,81.8
18800713,56,73,64.5,64.7,81.9
18800714,58,74,66,64.7,82
18800715,58,76,67,64.8,82.1
18800716,60,72,66,64.9,82.2
18800717,57,77,67,64.9,82.3
18800718,58,78,68,65,82.3
18800719,59,74,66.5,65,82.4
18800720,57,73,65,65.1,82.5
18800721,57,78,67.5,65.1,82.5
18800722,52,79,65.5,65.2,82.6
18800723,53,85,69,65.2,82.6
18800724,55,78,66.5,65.2,82.7
18800725,55,81,68,65.3,82.7
18800726,58,74,66,65.3,82.8
18800727,59,78,68.5,65.3,82.8
18800728,58,79,68.5,65.3,82.9
18800729,56,76,66,65.3,82.9
18800730,58,75,66.5,65.3,83
18800731,59,75,67,65.4,83
18800801,60,77,68.5,65.4,83.1
18800802,58,79,68.5,65.4,83.1
18800803,58,80,69,65.4,83.2
18800804,54,82,68,65.4,83.3
18800805,55,87,71,65.4,83.3
18800806,52,86,69,65.4,83.4
18800807,56,82,69,65.4,83.5
18800808,55,84,69.5,65.4,83.5
18800809,57,81,69,65.4,83.6
18800810,58,79,68.5,65.4,83.7
18800811,55,77,66,65.4,83.7
18800812,56,80,68,65.4,83.8
18800813,55,83,69,65.4,83.9
18800814,54,87,70.5,65.4,83.9
18800815,53,79,66,65.4,84
18800816,59,75,67,65.4,84.1
18800817,55,79,67,65.4,84.1
18800818,59,86,72.5,65.4,84.2
18800819,67,92,79.5,65.4,84.3
18800820,64,86,75,65.4,84.3
18800821,62,79,70.5,65.4,84.4
18800822,62,78,70,65.4,84.4
18800823,63,79,71,65.4,84.5
18800824,62,76,69,65.4,84.5
18800825,60,74,67,65.4,84.5
18800826,59,70,64.5,65.4,84.6
18800827,60,72,66,65.4,84.6
18800828,59,72,65.5,65.4,84.6
18800829,58,71,64.5,65.3,84.6
18800830,54,73,63.5,65.3,84.6
18800831,58,73,65.5,65.3,84.6
18800901,59,74,66.5,65.3,84.6
18800902,55,74,64.5,65.2,84.5
18800903,57,74,65.5,65.2,84.5
18800904,58,77,67.5,65.2,84.4
18800905,59,75,67,65.1,84.4
18800906,59,80,69.5,65.1,84.3
18800907,58,79,68.5,65,84.2
18800908,63,82,72.5,65,84.1
18800909,60,77,68.5,64.9,84
18800910,58,77,67.5,64.8,83.9
18800911,60,77,68.5,64.7,83.8
18800912,59,72,65.5,64.7,83.7
18800913,56,78,67,64.6,83.6
18800914,58,78,68,64.5,83.4
18800915,59,79,69,64.4,83.3
18800916,56,72,64,64.3,83.1
18800917,57,75,66,64.2,83
18800918,58,74,66,64.1,82.8
18800919,53,79,66,64,82.6
18800920,52,72,62,63.9,82.5
18800921,47,77,62,63.8,82.3
18800922,52,71,61.5,63.6,82.1
18800923,44,74,59,63.5,82
18800924,45,71,58,63.4,81.8
18800925,54,74,64,63.3,81.6
18800926,49,88,68.5,63.1,81.4
18800927,58,91,74.5,63,81.3
18800928,53,85,69,62.9,81.1
18800929,44,81,62.5,62.7,80.9
18800930,51,77,64,62.6,80.8
18801001,56,74,65,62.4,80.6
18801002,47,70,58.5,62.3,80.4
18801003,53,73,63,62.1,80.3
18801004,50,78,64,62,80.1
18801005,55,87,71,61.8,80
18801006,55,76,65.5,61.7,79.8
18801007,57,72,64.5,61.5,79.7
18801008,55,66,60.5,61.3,79.6
18801009,55,68,61.5,61.2,79.4
18801010,46,69,57.5,61,79.3
18801011,44,72,58,60.9,79.2
18801012,47,74,60.5,60.7,79.1
18801013,47,78,62.5,60.5,78.9
18801014,50,80,65,60.4,78.8
18801015,49,88,68.5,60.2,78.7
18801016,55,89,72,60,78.6
18801017,48,87,67.5,59.8,78.5
18801018,47,87,67,59.6,78.4
18801019,48,76,62,59.5,78.2
18801020,46,77,61.5,59.3,78.1
18801021,51,79,65,59.1,78
18801022,57,78,67.5,58.9,77.9
18801023,57,80,68.5,58.7,77.8
18801024,56,72,64,58.5,77.6
18801025,57,70,63.5,58.3,77.5
18801026,49,72,60.5,58.1,77.4
18801027,47,75,61,57.9,77.2
18801028,52,69,60.5,57.7,77.1
18801029,55,69,62,57.4,76.9
18801030,49,69,59,57.2,76.8
18801031,49,67,58,57,76.6
18801101,49,68,58.5,56.8,76.4
18801102,48,67,57.5,56.5,76.2
18801103,53,69,61,56.3,76
18801104,49,85,67,56,75.8
18801105,49,84,66.5,55.8,75.6
18801106,50,82,66,55.5,75.4
18801107,47,82,64.5,55.3,75.2
18801108,49,72,60.5,55,74.9
18801109,45,73,59,54.8,74.7
18801110,42,70,56,54.5,74.5
18801111,43,72,57.5,54.3,74.2
18801112,47,67,57,54,73.9
18801113,35,68,51.5,53.7,73.7
18801114,36,71,53.5,53.5,73.4
18801115,40,70,55,53.2,73.1
18801116,35,67,51,52.9,72.9
18801117,49,62,55.5,52.7,72.6
18801118,42,63,52.5,52.4,72.3
18801119,46,63,54.5,52.1,72
18801120,39,64,51.5,51.9,71.7
18801121,42,64,53,51.6,71.4
18801122,41,71,56,51.4,71.2
18801123,44,64,54,51.1,70.9
18801124,52,62,57,50.9,70.6
18801125,41,61,51,50.7,70.3
18801126,40,63,51.5,50.4,70.1
18801127,39,60,49.5,50.2,69.8
18801128,43,60,51.5,50,69.6
18801129,46,57,51.5,49.8,69.3
18801130,43,61,52,49.6,69.1
18801201,38,61,49.5,49.4,68.9
18801202,46,59,52.5,49.2,68.7
18801203,49,60,54.5,49.1,68.5
18801204,42,59,50.5,48.9,68.3
18801205,41,61,51,48.8,68.1
18801206,44,65,54.5,48.6,67.9
18801207,49,71,60,48.5,67.8
18801208,48,70,59,48.4,67.6
18801209,50,65,57.5,48.3,67.5
18801210,47,74,60.5,48.2,67.4
18801211,54,80,67,48.1,67.3
18801212,55,76,65.5,48,67.2
18801213,47,70,58.5,48,67.1
18801214,52,61,56.5,47.9,67
18801215,53,61,57,47.9,67
18801216,49,57,53,47.8,67
18801217,47,56,51.5,47.8,66.9
18801218,48,61,54.5,47.8,66.9
18801219,50,58,54,47.8,66.9
18801220,50,60,55,47.8,66.9
18801221,52,61,56.5,47.8,66.9
18801222,49,59,54,47.8,67
18801223,51,58,54.5,47.9,67
18801224,54,64,59,47.9,67
18801225,54,65,59.5,47.9,67.1
18801226,47,64,55.5,48,67.1
18801227,51,58,54.5,48,67.2
18801228,47,64,55.5,48,67.2
18801229,49,65,57,48.1,67.3
18801230,47,68,57.5,48.1,67.4
18801231,49,70,59.5,48.2,67.4
18810101,43,62,52.5,48.3,67.5
18810102,44,65,54.5,48.3,67.6
18810103,37,62,49.5,48.4,67.6
18810104,42,66,54,48.4,67.7
18810105,43,65,54,48.5,67.8
18810106,41,65,53,48.5,67.8
18810107,38,61,49.5,48.6,67.9
18810108,42,63,52.5,48.6,67.9
18810109,38,61,49.5,48.7,68
18810110,40,60,50,48.7,68
18810111,41,60,50.5,48.8,68.1
18810112,38,59,48.5,48.8,68.1
18810113,40,58,49,48.9,68.1
18810114,42,60,51,48.9,68.1
18810115,52,57,54.5,48.9,68.2
18810116,46,60,53,49,68.2
18810117,40,64,52,49,68.2
18810118,39,67,53,49,68.2
18810119,40,64,52,49.1,68.2
18810120,42,61,51.5,49.1,68.2
18810121,45,70,57.5,49.1,68.2
18810122,46,62,54,49.1,68.2
18810123,38,63,50.5,49.2,68.1
18810124,40,59,49.5,49.2,68.1
18810125,46,59,52.5,49.2,68.1
18810126,45,64,54.5,49.2,68.1
18810127,45,65,55,49.2,68.1
18810128,42,71,56.5,49.2,68
18810129,48,67,57.5,49.3,68
18810130,53,60,56.5,49.3,68
18810131,51,69,60,49.3,67.9
18810201,48,73,60.5,49.3,67.9
18810202,50,78,64,49.3,67.9
18810203,50,73,61.5,49.4,67.9
18810204,50,63,56.5,49.4,67.9
18810205,46,68,57,49.4,67.8
18810206,50,73,61.5,49.5,67.8
18810207,57,69,63,49.5,67.8
18810208,51,67,59,49.5,67.8
18810209,50,61,55.5,49.6,67.8
18810210,46,60,53,49.6,67.8
18810211,42,64,53,49.7,67.8
18810212,45,69,57,49.7,67.8
18810213,45,67,56,49.8,67.8
18810214,50,64,57,49.9,67.8
18810215,46,63,54.5,49.9,67.9
18810216,52,60,56,50,67.9
18810217,44,62,53,50.1,67.9
18810218,46,66,56,50.1,68
18810219,49,72,60.5,50.2,68
18810220,46,74,60,50.3,68.1
18810221,50,81,65.5,50.4,68.1
18810222,56,86,71,50.5,68.2
18810223,57,83,70,50.6,68.2
18810224,45,73,59,50.7,68.3
18810225,50,59,54.5,50.8,68.3
18810226,46,69,57.5,50.8,68.4
18810227,50,74,62,50.9,68.5
18810228,50,82,66,51,68.6
18810301,50,69,59.5,51.1,68.6
18810302,45,78,61.5,51.2,68.7
18810303,51,82,66.5,51.3,68.8
18810304,50,73,61.5,51.4,68.9
18810305,49,70,59.5,51.5,69
18810306,45,72,58.5,51.6,69
18810307,48,73,60.5,51.7,69.1
18810308,50,57,53.5,51.8,69.2
18810309,49,61,55,51.9,69.3
18810310,45,60,52.5,52,69.4
18810311,40,61,50.5,52.1,69.5
18810312,42,64,53,52.1,69.6
18810313,41,53,47,52.2,69.6
18810314,41,59,50,52.3,69.7
18810315,40,56,48,52.4,69.8
18810316,41,55,48,52.5,69.9
18810317,37,61,49,52.5,70
18810318,40,72,56,52.6,70.1
18810319,42,72,57,52.7,70.2
18810320,47,79,63,52.8,70.2
18810321,45,76,60.5,52.8,70.3
18810322,50,77,63.5,52.9,70.4
18810323,46,64,55,53,70.5
18810324,51,65,58,53,70.6
18810325,49,65,57,53.1,70.7
18810326,45,65,55,53.1,70.8
18810327,46,76,61,53.2,70.8
18810328,48,88,68,53.3,70.9
18810329,52,89,70.5,53.3,71
18810330,51,79,65,53.4,71.1
18810331,51,64,57.5,53.5,71.2
18810401,52,67,59.5,53.5,71.3
18810402,54,66,60,53.6,71.4
18810403,55,70,62.5,53.7,71.4
18810404,53,61,57,53.7,71.5
18810405,52,63,57.5,53.8,71.6
18810406,50,63,56.5,53.9,71.7
18810407,52,70,61,54,71.8
18810408,54,69,61.5,54,71.9
18810409,57,70,63.5,54.1,71.9
18810410,52,71,61.5,54.2,72
18810411,49,67,58,54.3,72.1
18810412,54,69,61.5,54.4,72.2
18810413,55,78,66.5,54.5,72.3
18810414,50,88,69,54.6,72.4
18810415,57,64,60.5,54.7,72.4
18810416,55,65,60,54.8,72.5
18810417,56,70,63,54.9,72.6
18810418,56,64,60,55,72.7
18810419,52,73,62.5,55.1,72.7
18810420,56,72,64,55.2,72.8
18810421,57,70,63.5,55.3,72.8
18810422,55,70,62.5,55.4,72.9
18810423,49,72,60.5,55.5,73
18810424,50,79,64.5,55.6,73
18810425,48,88,68,55.8,73.1
18810426,50,84,67,55.9,73.1
18810427,54,94,74,56,73.2
18810428,53,83,68,56.1,73.2
18810429,58,77,67.5,56.2,73.3
18810430,54,73,63.5,56.4,73.3
18810501,54,70,62,56.5,73.3
18810502,56,66,61,56.6,73.3
18810503,57,74,65.5,56.7,73.4
18810504,52,81,66.5,56.8,73.4
18810505,57,69,63,57,73.4
18810506,56,69,62.5,57.1,73.4
18810507,50,78,64,57.2,73.5
18810508,56,75,65.5,57.3,73.5
18810509,58,70,64,57.4,73.5
18810510,45,72,58.5,57.5,73.5
18810511,50,74,62,57.6,73.5
18810512,48,74,61,57.7,73.5
18810513,51,84,67.5,57.8,73.5
18810514,54,80,67,57.9,73.6
18810515,57,70,63.5,58,73.6
18810516,57,70,63.5,58.1,73.6
18810517,57,76,66.5,58.2,73.6
18810518,52,82,67,58.3,73.6
18810519,50,89,69.5,58.4,73.7
18810520,51,83,67,58.5,73.7
18810521,53,77,65,58.6,73.7
18810522,56,71,63.5,58.7,73.8
18810523,41,70,55.5,58.8,73.8
18810524,57,72,64.5,58.9,73.9
18810525,52,72,62,59,73.9
18810526,50,71,60.5,59.1,74
18810527,54,74,64,59.2,74.1
18810528,50,72,61,59.3,74.2
18810529,46,85,65.5,59.4,74.3
18810530,55,75,65,59.5,74.4
18810531,50,84,67,59.6,74.5
18810601,50,85,67.5,59.7,74.6
18810602,58,80,69,59.8,74.7
18810603,57,77,67,59.9,74.8
18810604,51,78,64.5,60,75
18810605,55,78,66.5,60.1,75.1
18810606,57,69,63,60.2,75.3
18810607,57,72,64.5,60.3,75.5
18810608,57,77,67,60.4,75.6
18810609,51,80,65.5,60.5,75.8
18810610,51,76,63.5,60.6,76
18810611,51,78,64.5,60.8,76.2
18810612,50,81,65.5,60.9,76.4
18810613,56,73,64.5,61,76.6
18810614,58,80,69,61.1,76.8
18810615,57,81,69,61.3,77
18810616,50,87,68.5,61.4,77.2
18810617,52,84,68,61.5,77.4
18810618,56,78,67,61.7,77.6
18810619,53,83,68,61.8,77.9
18810620,48,78,63,62,78.1
18810621,50,88,69,62.1,78.3
18810622,51,86,68.5,62.2,78.5
18810623,56,86,71,62.4,78.7
18810624,56,82,69,62.5,78.9
18810625,55,84,69.5,62.6,79.2
18810626,57,85,71,62.8,79.4
18810627,59,79,69,62.9,79.6
18810628,58,79,68.5,63.1,79.8
18810629,60,81,70.5,63.2,79.9
18810630,57,81,69,63.3,80.1
18810701,53,80,66.5,63.4,80.3
18810702,51,80,65.5,63.6,80.5
18810703,55,95,75,63.7,80.7
18810704,60,96,78,63.8,80.8
18810705,56,94,75,63.9,81
18810706,56,90,73,64,81.1
18810707,57,94,75.5,64.1,81.3
18810708,60,88,74,64.2,81.4
18810709,56,86,71,64.3,81.5
18810710,56,80,68,64.4,81.6
18810711,56,80,68,64.5,81.7
18810712,55,78,66.5,64.6,81.8
18810713,60,80,70,64.7,81.9
18810714,56,82,69,64.7,82
18810715,58,84,71,64.8,82.1
18810716,60,86,73,64.9,82.2
18810717,59,87,73,64.9,82.3
18810718,58,81,69.5,65,82.3
18810719,58,82,70,65,82.4
18810720,60,80,70,65.1,82.5
18810721,60,84,72,65.1,82.5
18810722,60,81,70.5,65.2,82.6
18810723,60,88,74,65.2,82.6
18810724,61,88,74.5,65.2,82.7
18810725,59,89,74,65.3,82.7
18810726,56,82,69,65.3,82.8
18810727,61,86,73.5,65.3,82.8
18810728,61,85,73,65.3,82.9
18810729,55,89,72,65.3,82.9
18810730,57,87,72,65.3,83
18810731,57,87,72,65.4,83
18810801,58,87,72.5,65.4,83.1
18810802,57,87,72,65.4,83.1
18810803,59,82,70.5,65.4,83.2
18810804,55,86,70.5,65.4,83.3
18810805,56,90,73,65.4,83.3
18810806,61,98,79.5,65.4,83.4
18810807,63,91,77,65.4,83.5
18810808,63,100,81.5,65.4,83.5
18810809,66,98,82,65.4,83.6
18810810,61,89,75,65.4,83.7
18810811,62,89,75.5,65.4,83.7
18810812,59,83,71,65.4,83.8
18810813,61,80,70.5,65.4,83.9
18810814,60,80,70,65.4,83.9
